"SiteId"	"SampId"	"MonitoringProgram"	"Day"	"Month"	"Year"	"Station.nb."	"Watercourse"	"Locality"	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"IBCH.index"	"SPEAR.index"	"Latitude"	"Longitude"	"Occurrence.Erpobdellidae"	"Occurrence.Haemopidae"	"Occurrence.Hirudinidae"	"Occurrence.Glossiphoniidae"	"Occurrence.Piscicolidae"	"Occurrence.Haplotaxidae"	"Occurrence.Lumbriculidae"	"Occurrence.Lumbricidae"	"Occurrence.Naididae"	"Occurrence.Tubificidae"	"Occurrence.Prostigmata"	"Occurrence.Branchiopoda"	"Occurrence.Collembola"	"Occurrence.Chrysomelidae"	"Occurrence.Curculionidae"	"Occurrence.Dryopidae"	"Occurrence.Dytiscidae"	"Occurrence.Elmidae"	"Occurrence.Gyrinidae"	"Occurrence.Haliplidae"	"Occurrence.Hydraenidae"	"Occurrence.Hydrophilidae"	"Occurrence.Hydroscaphidae"	"Occurrence.Hygrobiidae"	"Occurrence.Psephenidae"	"Occurrence.Scirtidae"	"Occurrence.Staphylinidae"	"Occurrence.Anthomyiidae"	"Occurrence.Athericidae"	"Occurrence.Blephariceridae"	"Occurrence.Ceratopogonidae"	"Occurrence.Chaoboridae"	"Occurrence.Chironomidae"	"Occurrence.Culicidae"	"Occurrence.Cylindrotomidae"	"Occurrence.Dixidae"	"Occurrence.Dolichopodidae"	"Occurrence.Empididae"	"Occurrence.Ephydridae"	"Occurrence.Limoniidae"	"Occurrence.Muscidae"	"Occurrence.Pediciidae"	"Occurrence.Psychodidae"	"Occurrence.Ptychopteridae"	"Occurrence.Rhagionidae"	"Occurrence.Scathophagidae"	"Occurrence.Sciomyzidae"	"Occurrence.Simuliidae"	"Occurrence.Stratiomyidae"	"Occurrence.Syrphidae"	"Occurrence.Tabanidae"	"Occurrence.Thaumaleidae"	"Occurrence.Tipulidae"	"Occurrence.Ameletidae"	"Occurrence.Baetidae"	"Occurrence.Caenidae"	"Occurrence.Ephemerellidae"	"Occurrence.Ephemeridae"	"Occurrence.Heptageniidae"	"Occurrence.Leptophlebiidae"	"Occurrence.Potamanthidae"	"Occurrence.Siphlonuridae"	"Occurrence.Hymenoptera"	"Occurrence.Pyralidae"	"Occurrence.Sialidae"	"Occurrence.Osmylidae"	"Occurrence.Sisyridae"	"Occurrence.Aeshnidae"	"Occurrence.Calopterygidae"	"Occurrence.Coenagrionidae"	"Occurrence.Cordulegastridae"	"Occurrence.Corduliidae"	"Occurrence.Gomphidae"	"Occurrence.Lestidae"	"Occurrence.Libellulidae"	"Occurrence.Platycnemididae"	"Occurrence.Capniidae"	"Occurrence.Chloroperlidae"	"Occurrence.Leuctridae"	"Occurrence.Nemouridae"	"Occurrence.Perlidae"	"Occurrence.Perlodidae"	"Occurrence.Taeniopterygidae"	"Occurrence.Beraeidae"	"Occurrence.Brachycentridae"	"Occurrence.Ecnomidae"	"Occurrence.Glossosomatidae"	"Occurrence.Goeridae"	"Occurrence.Helicopsychidae"	"Occurrence.Hydropsychidae"	"Occurrence.Hydroptilidae"	"Occurrence.Lepidostomatidae"	"Occurrence.Leptoceridae"	"Occurrence.Limnephilidae"	"Occurrence.Molannidae"	"Occurrence.Odontoceridae"	"Occurrence.Philopotamidae"	"Occurrence.Phryganeidae"	"Occurrence.Polycentropodidae"	"Occurrence.Psychomyiidae"	"Occurrence.Ptilocolepidae"	"Occurrence.Rhyacophilidae"	"Occurrence.Sericostomatidae"	"Occurrence.Corophiidae"	"Occurrence.Gammaridae"	"Occurrence.Niphargidae"	"Occurrence.Astacidae"	"Occurrence.Cambaridae"	"Occurrence.Asellidae"	"Occurrence.Mysidae"	"Occurrence.Bryozoa"	"Occurrence.Cnidaria"	"Occurrence.Unionidae"	"Occurrence.Corbiculidae"	"Occurrence.Dreissenidae"	"Occurrence.Sphaeriidae"	"Occurrence.Valvatidae"	"Occurrence.Bithyniidae"	"Occurrence.Hydrobiidae"	"Occurrence.Neritidae"	"Occurrence.Acroloxidae"	"Occurrence.Lymnaeidae"	"Occurrence.Physidae"	"Occurrence.Planorbidae"	"Occurrence.Nematoda"	"Occurrence.Dendrocoelidae"	"Occurrence.Dugesiidae"	"Occurrence.Planariidae"	"Occurrence.group.Hemiptera"	"Occurrence.group.Lepidoptera"	"Occurrence.group.Nematomorpha"	"Occurrence.group.Porifera"
"CSCF_959_50_GE"	"CSCF_959_50_GE_2010-03-01"	"Other programs"	1	3	2010	"959_50_GE"	"La Clef"	"La Clef, amont Tate (F-74)"	"Genève"	499729	111190	470	1	16	26.4	46.1447321052932	6.14088481547003	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
"CSCF_32_3000_GE"	"CSCF_32_3000_GE_2010-03-04"	"Other programs"	4	3	2010	"32_3000_GE"	"Ruisseau des Marais"	"Ruisseau des Marais, L'Hôpital (F-74)"	"Genève"	501349	112125	455	1	15	39.4	46.1533808083	6.161650853676	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
"CSCF_45_4900_GE"	"CSCF_45_4900_GE_2010-03-09"	"Other programs"	9	3	2010	"45_4900_GE"	"L'Aire"	"L'Aire, amont Centenaire"	"Genève"	496639	114785	392	1	16	11.5	46.17659960976	6.10010703096754	1	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	1	0	0	0	0	0
"CSCF_30_1750_GE"	"CSCF_30_1750_GE_2010-03-01"	"Other programs"	1	3	2010	"30_1750_GE"	"La Drize"	"La Drize, Grange-Collomb"	"Genève"	499269	114600	395	1	9	13.2	46.1753340165299	6.13419893339822	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	0	0	0
"CSCF_30_6450_GE"	"CSCF_30_6450_GE_2010-03-01"	"Other programs"	1	3	2010	"30_6450_GE"	"La Drize"	"La Drize, Evordes"	"Genève"	500049	111665	458	1	15	20.7	46.1490519130195	6.14492429419973	1	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
"CSCF_45_7400_GE"	"CSCF_45_7400_GE_2010-03-09"	"Other programs"	9	3	2010	"45_7400_GE"	"L'Aire"	"L'Aire, aval Lully"	"Genève"	494764	113430	405	1	13	24.7	46.1641222450601	6.07613528845812	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0
"CSCF_41_2350_GE"	"CSCF_41_2350_GE_2010-03-04"	"Other programs"	4	3	2010	"41_2350_GE"	"L'Arande"	"L'Arande, La Cantine (CH/F)"	"Genève"	497059	111160	465	1	14	11	46.144059856045	6.10634182900399	0	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0
"CSCF_42_560_GE"	"CSCF_42_560_GE_2010-03-04"	"Other programs"	4	3	2010	"42_560_GE"	"Le Maraîchet"	"Le Maraîchet, rte de Gratillet"	"Genève"	496674	111985	460	1	6	0	46.151421175016	6.10117808412235	1	0	0	0	0	0	NA	NA	NA	NA	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
"CSCF_29_50_GE"	"CSCF_29_50_GE_2010-03-01"	"Other programs"	1	3	2010	"29_50_GE"	"Ruisseau d'Archamps"	"Ruisseau d'Archamps, amont Clef (CH/F)"	"Genève"	499689	111190	470	1	13	21.3	46.1447261545113	6.14036721494195	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
"CSCF_S201_AG"	"CSCF_S201_AG_2011-03-10"	"Other programs"	10	3	2011	"S201_AG"	"Violenbach"	"Violenbach, Olsberg"	"Argovie"	624140	263906	330	1	12	35.4	47.5254462722378	7.75916750763743	0	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"CSCF_S202_AG"	"CSCF_S202_AG_2011-03-09"	"Other programs"	9	3	2011	"S202_AG"	"Magdenerbach"	"Magdenerbach, Rheinfelden"	"Argovie"	627255	265390	306	1	9	27.4	47.5386711642997	7.80061868861403	0	0	0	0	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSCF_S204_AG"	"CSCF_S204_AG_2011-03-09"	"Other programs"	9	3	2011	"S204_AG"	"Maispracherbach"	"Maispracherbach, Magden"	"Argovie"	629330	263925	344	1	11	29.2	47.5254060649872	7.8280804564771	1	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0
"CSCF_S205_AG"	"CSCF_S205_AG_2011-03-11"	"Other programs"	11	3	2011	"S205_AG"	"Möhlinbach"	"Möhlinbach, Möhlin"	"Argovie"	630025	269940	282	1	6	19.6	47.5794713411931	7.83771433699198	0	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"CSCF_S207_AG"	"CSCF_S207_AG_2011-03-11"	"Other programs"	11	3	2011	"S207_AG"	"Möhlinbach"	"Möhlinbach, Zuzgen"	"Argovie"	634044	264617	360	1	10	41.2	47.5314024440622	7.89072452883497	0	0	0	1	0	0	NA	NA	NA	NA	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
