"SiteId"	"SampId"	"MonitoringProgram"	"Day."	"Month."	"Year."	"Canton"	"X"	"Y"	"Altitude"	"Sampling.window"	"SPEAR.index"	"Latitude"	"Longitude"	"Notes.Loc"	"EZG.NR"	"BIOGEO"	"IBCH.index"	"Slope"	"Channel.Width"	"FRI"	"bFRI"	"normcov.mobile.blocks"	"normcov.coarse.inorganic.sediments"	"normcov.gravel"	"normcov.sand.silt"	"normcov.fine.sediments"	"normcov.algae.clay"	"normcov.natural.artifical.surfaces"	"normcov.moss"	"normcov.hydrophytes"	"normcov.helophytes"	"normcov.coarse.organic.matter"	"sfract.mobile.blocks"	"sfract.coarse.inorganic.sediments"	"sfract.gravel"	"sfract.sand.silt"	"sfract.fine.sediments"	"sfract.algae.clay"	"sfract.natural.artifical.surfaces"	"sfract.moss"	"sfract.hydrophytes"	"sfract.helophytes"	"sfract.coarse.organic.matter"	"v.5"	"v.5.25"	"v.25.75"	"v.75.150"	"v.150"	"temperature"	"ARA.fraction"	"IAR"	"urban.area"	"cow.density"	"agri.land"	"fields"	"saprobic.cond"	"morphology"	"width.variability"	"bed.modification"	"bank.modification"	"No.bank.modification.left"	"No.bank.modification.right"	"riparian.zone"	"Near.natural.riparian.zone.left"	"Large.width.of.riparian.zone.left"	"Natural.vegetation.in.riparian.zone.left"	"Near.natural.riparian.zone.right"	"Large.width.of.riparian.zone.right"	"Natural.vegetation.in.riparian.zone.right"	"velocity"	"rip.zone.deg"	"bed.deg"	"A10m"	"temperature2"	"velocity2"	"FLOZ"	"ABFLUSS"	"GEFAELLE"	"GEO"	"NAME.FGTy"	"GEWAESSERTYP"	"regimetyp"	"abflussvar"	"A.EZG"	"FASS.ANT"	"DACH.ANT"	"FA.DACH.ANT"	"S.STR.A.ANT"	"GRUEF.ANT"	"SIED.ANT"	"DEPO.ANT"	"MW"	"GEL.A.ANT"	"A.STR.A.ANT"	"K.STR.A.ANT"	"G.STR.A.ANT"	"VERK.ANT"	"STR.A.ANT"	"ACK.ANT"	"HUEF.ANT"	"KART.ANT"	"GETR.ANT"	"MAIS.ANT"	"OBST.ANT"	"RAPS.ANT"	"RUEB.ANT"	"GEM.ANT"	"REB.ANT"	"KW.ANT"	"AJWW.ANT"	"NAWHW.ANT"	"WALD.ANT"	"GRUE.ANT"	"Landuse.ANT"	"GLAC.ANT"	"DEM.EZG"	"Residual.flow"	"Hypeak.Stretch"	"Hypeak.Site"	"Hypow.Dist"	"HypowAll.Dist"	"Discharge"	"No.coverage"	"Open.river"	"InS.Absturze"	"InS.Absturzhoehe"	"InS.Aeusserer.Aspekt"	"InS.BEWALGEN"	"InS.BEWMAKRO"	"InS.Moose"	"InS.Praesenz.Abfaelle"	"InS.Praesenz.Bewuchs"	"InS.Praesenz.Eisensulfid"	"InS.Praesenz.Feststoffe"	"InS.Praesenz.Geruch"	"InS.Praesenz.Kolmation"	"InS.Praesenz.Schaum"	"InS.Praesenz.Schlamm"	"InS.Praesenz.Trubung"	"InS.Praesenz.Verfaerbung"	"InS.dominantes.Substrat"	"EINDOL"	"GSBREITE"
"CSCF_710123"	"CSCF_710123_2011-04-18"	"BDM"	18	4	2011	"Tessin"	710946	124000	979	1	52.2	46.258273	8.87756	NA	83490	"Alpensüdflanke"	10	44.480301	2	0.245446	3.957836	0.211072664359862	0.211072664359862	0.055363321799308	0	0	0	0.522491349480969	0	0	0	0	0.375	0.25	0.125	0	0	0	0.25	0	0	0	0	0.375	0.25	0.375	0	0	8.62203484314085	0	0	0	0.0275354316813515	0	0.183568	0.746183936683631	1	1	1	1	1	1	1	1	1	1	1	1	1	0.943628547623196	0	0	0	74.3394848363349	0.890434835889463	2	"mittel"	"steil"	"silikatisch"	"Steiles, mittleres Fliessgewässer der montanen, silikatischen Alpensüdflanke"	52232	NA	NA	1406478.767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.183568	0	10.8378	0.183568	11.02	0	1698.049011	NA	NA	NA	NA	NA	0.096539	1	1	1	20	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	""	0	3
"CSCF_728235"	"CSCF_728235_2011-04-13"	"BDM"	13	4	2011	"St. Gall"	728000	235235	655	1	57.9	47.255612	9.129772	NA	146298	"Alpennordflanke"	17	10.2584	4	63.260485	12.494569	0	0.0666666666666667	0.025	0	0	0.025	0.629166666666667	0.254166666666667	0	0	0	0	0.25	0.25	0	0	0.125	0.125	0.25	0	0	0	0.5	0	0.5	0	0	13.395360346046	0	0.002121082	0.0056	33.7067412529567	0.00068422	47.921136	0.971173484373751	0.20625	0.4125	0.4125	0	0	0	0	0	0	0	0	0	0	1.20134273611286	1	0.5875	0	179.435678800422	1.44322436961114	2	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32231	NA	NA	3250993.894	0.28	0.11	0.4	0.07	0.09	0.56	0.01	0	0	0	0	1.656	1.656	1.656	0	0	0	0	0	0.00068422	0	0	0	0	0	19.842997	28.078139	33.771146	47.921136	82.25	0	1070.4874	NA	NA	NA	NA	NA	0.173999	1	0.20625	0	NA	0.688	1	1	2	""	"wenig"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	"kein"	"1"	0	2.08
"CSCF_758195"	"CSCF_758195_2011-04-08"	"BDM"	8	4	2011	"Grison"	759000	195385	660	1	64.1	46.890553	9.525172	NA	172612	"Alpennordflanke"	11	34.1017	3.6	95.198967	99.999876	0.576335877862595	0.0610687022900763	0.0610687022900763	0.0229007633587786	0.0229007633587786	0	0.232824427480916	0	0	0	0.0229007633587786	0.25	0.125	0.125	0.125	0.125	0	0.25	0	0	0	0	0.625	0.125	0.25	0	0	9.57137625782898	0	0	0.0013	5.03890547819508	0	33.592703	0.779659888594343	0.75	0	1	1	1	1	1	1	1	1	1	1	1	2.04342866612468	0	0	0	91.6112434689322	4.17560071354009	3	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32231	"nival de transition"	19	4736368.464	0.1	0.04	0.14	0	0.04	0.13	0	0	0	0	0	0.09	0.09	0.09	0	0	0	0	0	0	0	0	0	0	0	33.592703	0	33.270099	33.592703	66.99	0	1783.267954	NA	NA	NA	NA	NA	0.2	1	0.75	1	80	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"kein"	"kein"	""	0	1.3
"CSCF_728195"	"CSCF_728195_2011-05-11"	"BDM"	11	5	2011	"Glaris"	728654	196000	1393	1	64.4	46.90265	9.127255	NA	172218	"Alpennordflanke"	15	39.650101	2	7.761777	73.290144	0.254166666666667	0.629166666666667	0.025	0.025	0	0	0.0666666666666667	0	0	0	0	0.25	0.25	0.125	0.125	0.125	0	0.125	0	0	0	0	0.625	0.25	0.125	0	0	6.84249977678578	0	0	0	10.2968421559753	0	68.645613	0.814782905601915	1	1	1	1	1	1	1	1	1	1	1	1	1	0.723444940420068	0	0	0	46.8198031953135	0.523372581819396	2	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32231	NA	NA	1258247.801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68.645613	0	3.918521	68.645613	72.57	0	1972.308757	NA	NA	NA	NA	NA	0.064289	1	1	1	40	0.719	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	""	0	2.8
"CSCF_776187"	"CSCF_776187_2011-05-09"	"BDM"	9	5	2011	"Grison"	776000	187692	1641	1	68.6	46.817098	9.745171	NA	177905	"Zentralalpen"	15	12.9142	8	1.716139	0	0.244	0.604	0.024	0	0	0.064	0.064	0	0	0	0	0.25	0.25	0.25	0	0	0.125	0.125	0	0	0	0	0.625	0.25	0.125	0	0	8.38170608347078	0	0	0.0031	7.25929489026228	0	48.395299	0.794492089866952	0.90075	1	1	1	1	1	0.603	1	1	1	0.206	0.164210526315789	1	0.988322718900979	0.397	0	0	70.252996869691	0.976781796695824	4	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Zentralalpen"	42231	"nival alpin"	18	15681474.54	0.17	0.05	0.22	0	0.05	0.31	0	0	0	0	0	0.008	0.008	0.008	0	0	0	0	0	0	0	0	0	0	0	48.395299	0	3.343257	48.395299	52.05	0	2221.585937	NA	NA	NA	NA	NA	0.57	1	0.90075	0	NA	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	""	0	5
"CSCF_704219"	"CSCF_704219_2011-04-28"	"BDM"	28	4	2011	"Schwyz"	704219	220000	1023	1	61.5	47.122779	8.812125	NA	155407	"Alpennordflanke"	12	11.495	1.4	72.090063	100.000229	0.229323308270677	0.567669172932331	0.0601503759398496	0.0601503759398496	0	0	0.0601503759398496	0	0	0	0.0225563909774436	0.25	0.25	0.125	0.125	0	0	0.125	0	0	0	0.125	0.5	0	0.5	0	0	11.2298994670129	0	0	0	5.50614596932176	0	36.70764	0.782781055075069	1	1	1	1	1	1	1	1	1	1	1	1	1	0.551285604401255	0	0	0	126.110642039217	0.303915817620057	3	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32231	NA	NA	874569.9854	0	0	0	0	0	0	0	0	0	0	0	1.028	1.028	1.028	0	0	0	0	0	0	0	0	0	0	0	36.70764	0	48.92609	36.70764	85.64	0	1168.145248	NA	NA	NA	NA	NA	0.043026	1	1	1	20	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	""	0	1.5
"CSCF_752171"	"CSCF_752171_2011-04-08"	"BDM"	8	4	2011	"Grison"	752867	172000	943	1	0	46.681702	9.436908	NA	54541	"Zentralalpen"	0	16.9776	2	83.072291	99.999995	0.261802575107296	0.261802575107296	0.0686695278969957	0.0257510729613734	0.261802575107296	0.0686695278969957	0.0257510729613734	0	0	0	0.0257510729613734	0.25	0.375	0.125	0	0.125	0	0.125	0	0	0	0	0.875	0	0.125	0	0	11.2975569234019	0	0.0001042743	0	3.8243829100386	2.785731	5.091633	0.822247182039058	0.75	0	1	1	1	1	1	1	1	1	1	1	1	0.899400583979553	0	0	0.2608894	127.634792437506	0.80892141046276	2	"klein"	"steil"	"karbonatisch"	"Steiles, kleines Fliessgewässer der montanen, karbonatischen Zentralalpen"	42131	NA	NA	1570806.099	0	0	0	0	0	0	0	0	0	0	0	0.189	0.189	0.189	2.785731	0	0	0.00207994	0.00418761	0	0	0	0	0	2.061912	3.660594	1.431039	69.651571	7.153545	77.53	0	1274.28377	NA	NA	NA	NA	NA	0.030282	1	0.75	0	NA	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	""	0	1
"CSCF_704259"	"CSCF_704259_2011-03-29"	"BDM"	29	3	2011	"Zürich"	704639	260000	584	1	62	47.482436	8.826983	NA	128281	"Mittelland"	16	3.13638	1.1	34.545125	0	0	0.0267857142857143	0	0	0	0.272321428571429	0.0267857142857143	0	0.674107142857143	0	0	0	0.25	0.25	0	0	0.125	0.125	0	0.25	0	0	0.625	0	0.375	0	0	15.6438204979753	0	0.0520458811	0.0193	33.6963672666446	23.96051671	14.109728	1.40717313746319	0.32128125	0	0.675	0.24	0.24	0.24	0.370125	0.370125	0.36	0.5625	0.370125	0.36	0.5625	0.719825461738065	0.629875	0.325	22.469511	244.729119772871	0.518148695366419	2	"mittel"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, mittleres Fliessgewässer des kollinen, karbonatischen Mittellands"	21221	NA	NA	2459278.187	0.77	0.42	1.19	0.26	0.46	1.93	0	0	0	0	0	2.281	2.281	2.281	23.958943	0.00221808	0.00236783	0.08890156	0.04608909	0.00157371	0.01215797	0.02169245	0.00691247	0	5.440638	0	14.109728	46.006782	19.550366	86.01	0	639.786119	NA	NA	NA	NA	NA	0.077757	1	0.32128125	0	NA	0.719	2	2	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	""	0	1
"CSCF_722131"	"CSCF_722131_2011-05-10"	"BDM"	10	5	2011	"Tessin"	722009	131988	1243	1	78.6	46.3282	9.023096	NA	80741	"Alpensüdflanke"	14	21.7432	3.6	7.791353	72.361118	0.214035087719298	0.214035087719298	0.0210526315789474	0	0	0	0.529824561403509	0	0	0	0.0210526315789474	0.25	0.25	0.25	0	0	0	0.25	0	0	0	0	0.5	0.375	0.125	0	0	8.81777909954662	0	0	0	0.830548265509564	0	5.536988	0.751548062413604	1	1	1	1	1	1	1	1	1	1	1	1	1	1.15199688300471	0	0	0	77.7532282484012	1.32709681845258	3	"mittel"	"steil"	"silikatisch"	"Steiles, mittleres Fliessgewässer der montanen, silikatischen Alpensüdflanke"	52232	"nival m?ridional"	22	9169901.758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.536988	0	22.463886	5.536988	28	0	2041.328512	NA	NA	NA	NA	NA	0.49	1	1	1	150	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	""	0	5.5
"CSCF_734179"	"CSCF_734179_2011-05-07"	"BDM"	7	5	2011	"Grison"	734000	179894	1125	1	56.3	46.75675	9.192674	NA	49506	"Zentralalpen"	15	28.382601	2	35.456183	100.000099	0	0.367469879518072	0.036144578313253	0.0963855421686747	0.367469879518072	0	0.0963855421686747	0	0	0	0.036144578313253	0.25	0.125	0.125	0.125	0.125	0	0.125	0	0	0	0.125	0.5	0	0.5	0	0	9.18139466567652	0	0	0	14.3640962584522	0	88.550963	0.841952163006461	0.6984375	0.4125	0.675	0.70625	0.4125	1	1	1	1	1	1	1	1	0.673193523242132	0	0.325	0	84.2980080069132	0.453189519735156	2	"klein"	"steil"	"karbonatisch"	"Steiles, kleines Fliessgewässer der montanen, karbonatischen Zentralalpen"	42131	NA	NA	778074.0813	0	0	0	0	0	0	0	0	0	0	0	0.113	0.113	0.113	0	0	0	0	0	0	0	0	0	0	0	88.149752	0.401211	4.397768	89.38487	92.95	0	1486.122227	NA	NA	NA	NA	NA	0.018241	1	0.6984375	1	30	1	1	1	1	"keine"	"kein"	"< 25%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"leicht/mittel"	"leicht/mittel"	""	0	1.5
"CSCF_734259"	"CSCF_734259_2011-03-04"	"BDM"	4	3	2011	"St. Gall"	734000	259392	488	1	56.6	47.471643	9.216247	NA	128914	"Mittelland"	15	1.23162	7	32.251716	42.047906	0.0524590163934426	0.495081967213115	0.2	0	0.0524590163934426	0	0	0	0	0	0.2	0.25	0.25	0.125	0	0.125	0	0	0	0	0	0.25	0.5	0	0.5	0	0	18.3770829833286	0	0.251094402	0.0547	136.589072186565	8.26505787	45.123838	1.80883905544025	0.570713205645161	0.4125	0.675	1	1	1	0.195352822580645	0.175032258064516	0.131612903225806	1	0.215673387096774	0.19741935483871	0.5625	0.507830303954331	0.804647177419355	0.325	2.9791155	337.717178976147	0.257891617614348	4	"mittel"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, mittleres Fliessgewässer des kollinen, karbonatischen Mittellands"	21221	"pluvial inf?rieur"	25	19802572.7	2.21	1.06	3.27	0.79	1.66	5.47	0.1	8700	0.042	0	0.392	1.836	2.271	2.228	8.186881	4.5e-07	0.00142777	0.0143222	0.02234068	0.07817687	0.00244817	0.00285225	0.00104693	0	3.078799	0	45.123838	13.263955	48.202636	72.04	0	602.472649	NA	NA	NA	NA	NA	0.41	1	0.570713205645161	0	NA	0.694	1	1	1	"vereinzelte"	"kein"	"0%"	"keine"	"kein"	"stark"	"kein"	"wenig/mittel"	"kein"	"kein"	"6"	0	5
"CSCF_740203"	"CSCF_740203_2011-05-12"	"BDM"	12	5	2011	"St. Gall"	740092	204000	1293	1	66.7	46.972279	9.279794	NA	167409	"Alpennordflanke"	15	3.08817	12.2	3.524322	43.403079	0.0796019900497512	0.751243781094527	0.0796019900497512	0.0298507462686567	0.0298507462686567	0	0	0.0298507462686567	0	0	0	0.25	0.25	0	0	0.125	0	0.125	0.25	0	0	0	0.625	0.125	0.25	0	0	10.161687197848	0	0	0	7.28345403992501	0	48.55636	0.794653472986699	1	1	1	1	1	1	1	1	1	1	1	1	1	0.857489989075193	0	0	0	103.259886706907	0.735289081364175	5	"gross"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, grosses Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32321	"nival alpin"	18	24317474.79	0	0	0	0	0	0	0	0	0	0	0	0.048	0.048	0.048	0	0	0	0	0	0	0	0	0	0	0	48.55636	0	3.446877	48.55636	52.01	0.156854	2012.884496	NA	NA	NA	NA	NA	1.24	1	1	0	NA	0.719	1	1	1	""	"kein"	"< 25%"	"keine"	"kein"	"kein"	"kein"	"wenig/mittel"	"kein"	"kein"	""	0	5.2
"CSCF_746187"	"CSCF_746187_2011-04-13"	"BDM"	13	4	2011	"Grison"	747000	187745	695	1	0	46.824611	9.365301	NA	177777	"Zentralalpen"	1	11.4361	2	47.763489	0	0	0	0.4765625	0	0	0	0.4765625	0	0	0	0.046875	0	0	0.375	0	0	0	0.5	0	0	0	0.125	1	0	0	0	0	12.1042809969967	0.0423241627103399	0.044223413	0.0585	7.94755855711675	0.584231	25.099396	0.997091763680215	0.101	0	0	0.24	0.24	0.24	0.164	0.164	0.12	1	0.164	0.12	1	1.59459537169009	0.836	1	4.0385709	146.513618454255	2.54273439941545	2	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Zentralalpen"	42231	NA	NA	4658589.897	4.22	1.3	5.52	0.79	2.14	5.85	0	2419	0	0	0	0.383	0.384	0.383	0.57014	0.00025714	8.91e-05	0.00074631	0.00113621	0.014091	0	0	0.00013934	0	0.280824	20.305343	4.794053	39.331949	25.38022	70.85	0	1357.797319	NA	NA	NA	NA	NA	0.076111	1	0.101	0	NA	0.188	1	1	1	""	"kein"	"> 25%"	"keine"	"stark"	"stark"	"wenig/mittel"	"viel"	"leicht/mittel"	"kein"	""	0	0.5
"CSCF_752251"	"CSCF_752251_2011-04-13"	"BDM"	13	4	2011	"Appenzell Rhodes-Extérieures"	752000	251952	917	1	62.5	47.400836	9.452403	NA	132861	"Alpennordflanke"	16	6.24489	2	92.842756	99.056157	0.0804020100502513	0.758793969849246	0.0804020100502513	0.0804020100502513	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0	0	0	0	0.375	0	0.5	0	0.125	12.2178015297326	0	0	0.0044	57.0846607626855	0	40.98361	1.12732553389474	1	1	1	1	1	1	1	1	1	1	1	1	1	0.403754847265247	0	0	0	149.274674219936	0.163017976690183	3	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32231	NA	NA	879103.3761	0.36	0.11	0.47	0	0.3	0.44	0	0	0	0	0	1.064	1.064	1.064	0	0	0	0	0	0	0	0	0	0	0	0	40.98361	42.779029	40.98361	84.2	0	1004.531521	NA	NA	NA	NA	NA	0.032241	1	1	0	NA	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	0	1.5
"CSCF_734219"	"CSCF_734219_2011-03-16"	"BDM"	16	3	2011	"St. Gall"	735000	219515	432	1	31.4	47.112857	9.217518	NA	155604	"Alpennordflanke"	10	3.43128	8	12.927516	0	0	0	0	0	0.211072664359862	0.211072664359862	0.522491349480969	0.055363321799308	0	0	0	0	0	0	0	0.25	0.25	0.25	0.25	0	0	0	0.5	0	0.5	0	0	12.4783715658842	0	0.000229679	0.0017	5.08379245961412	7.409e-05	32.930167	0.779961082068222	0.103125	0.4125	0	0	0	0	0	0	0	0	0	0	0	2.22845137001937	1	1	0	155.709756936267	4.96599550854121	5	"gross"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, grosses Fliessgewässer der kollinen, karbonatischen Alpennordflanke"	0	"nival alpin"	18	41751140.45	0.11	0.04	0.15	0.04	0.02	0.17	0.02	0	0.001	0	0	0.254	0.255	0.254	0	0	0	0	0	7.409e-05	0	0	0	0	0	32.80855	0.121617	18.528798	32.930167	51.63	0	1735.146624	NA	NA	NA	NA	NA	3.65	1	0.103125	0	NA	1	2	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"1"	0	4.5
"CSCF_746227"	"CSCF_746227_2011-05-02"	"BDM"	2	5	2011	"St. Gall"	746693	228000	1282	1	60	47.186668	9.374295	NA	149731	"Alpennordflanke"	15	18.7061	2	100	100.000072	0	0.662280701754386	0	0.267543859649123	0	0	0	0	0	0	0.0701754385964912	0	0.375	0	0.25	0	0	0	0	0	0	0.375	0.25	0	0.375	0	0.375	8.74613798590953	0	0	0	2.93324922228974	0	19.554999	0.765594104804895	1	1	1	1	1	1	1	1	1	1	1	1	1	0.652220458867942	0	0	0	76.4949296685695	0.425391526965909	2	"klein"	"steil"	"karbonatisch"	"Steiles, kleines Fliessgewässer der montanen, karbonatischen Alpennordflanke"	32131	NA	NA	364923.3048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19.554999	0	51.401936	19.554999	70.95	0	1406.860074	NA	NA	NA	NA	NA	0.024536	1	1	1	70	1	1	1	1	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	"6"	0	0.9
"CSCF_728115"	"CSCF_728115_2011-04-14"	"BDM"	14	4	2011	"Tessin"	728094	115000	1203	2	62.5	46.174285	9.097431	NA	85907	"Alpensüdflanke"	17	48.520199	3.6	48.896153	67.541392	0	0.1	0.1	0.0375	0	0	0	0.38125	0	0	0.38125	0	0.375	0	0	0	0	0.125	0.25	0	0	0.25	0.625	0.25	0.125	0	0	7.90763926528357	0	0	0	6.36212760672015	0	42.414177	0.788499012412891	0.75	0	1	1	1	1	1	1	1	1	1	1	1	0.986480122960231	0	0	0	62.5307587498544	0.973143032995633	3	"mittel"	"steil"	"karbonatisch"	"Steiles, mittleres Fliessgewässer der montanen, karbonatischen Alpensüdflanke"	52231	NA	NA	475461.856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.414177	0	31.82779	42.414177	74.24	0	1599.661862	NA	NA	NA	NA	NA	0.023848	1	0.75	1	300	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"kein"	"kein"	"kein"	"kein"	"kein"	""	0	2.1
"CSCF_674179"	"CSCF_674179_2011-05-13"	"BDM"	13	5	2011	"Berne"	674432	179000	1761	1	82.4	46.758023	8.412906	NA	49905	"Alpennordflanke"	11	25.383699	3.6	0	0	0.152380952380952	0.152380952380952	0.0571428571428571	0.0571428571428571	0	0	0.580952380952381	0	0	0	0	0.25	0.25	0.25	0.125	0	0	0.125	0	0	0	0	0.5	0.25	0.25	0	0	4.22410753913975	0	0	0	0	0	0	0.746	1	1	1	1	1	1	1	1	1	1	1	1	1	0.244455850220255	0	0	0	17.8430845022172	0.0597586627069076	3	"klein"	"steil"	"silikatisch"	"Steiles, kleines Fliessgewässer der montanen, silikatischen Alpennordflanke"	0	NA	NA	68293.00205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1824.519091	NA	NA	NA	NA	NA	0.004675	1	1	1	80	0.688	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"leicht/mittel"	"leicht/mittel"	"1"	0	3
"CSCF_662251"	"CSCF_662251_2011-03-29"	"BDM"	29	3	2011	"Argovie"	662109	252000	349	1	33	47.415879	8.261637	NA	132796	"Mittelland"	15	1.15987	1	26.454	0	0.0658436213991769	0.251028806584362	0.0658436213991769	0.251028806584362	0.251028806584362	0	0.0246913580246914	0.0246913580246914	0	0	0.0658436213991769	0.125	0.125	0.125	0.125	0.125	0	0.125	0.125	0	0	0.125	0.5	0	0.5	0	0	17.0804256559837	0	0.1352182422	0.1133	26.1169274418434	17.69574318	10.256356	1.24252360118751	0.70563125	0.4125	1	1	1	1	0.410025	0.278925	0.264	0.5625	0.541125	0.54	0.5625	0.469223224525553	0.589975	0	12.2509747	291.740940589587	0.220170434434158	2	"mittel"	"mittelsteil"	"karbonatisch"	"Mittelsteiles, mittleres Fliessgewässer des kollinen, karbonatischen Mittellands"	21221	"pluvial inf?rieur"	25	3461510.708	4.77	2.19	6.95	1.93	5.76	11.33	0	9034	0	0	0.359	1.726	2.085	2.085	17.691578	0.00097923	0.00375253	0.04898851	0.02909118	0.00416518	0.00828354	0.00626755	0.03869353	0	3.08492	0	10.256356	48.044864	13.341277	87.32	0	468.890046	NA	NA	NA	NA	NA	0.08	1	0.70563125	0	NA	0.667	1	1	1	"vereinzelte"	"wenig"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"wenig/mittel"	"kein"	"kein"	"6"	0	1.5
"CSCF_686267"	"CSCF_686267_2011-03-11"	"BDM"	11	3	2011	"Zürich"	686000	267328	489	1	46.1	47.551037	8.581133	NA	125787	"Mittelland"	12	7.85727	1	79.876081	25.932164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0.25	0.125	0.125	0	0	0.125	0	0	0	0.375	0.5	0	0.5	0	0	15.4678109601361	0	0.0014598903	0	9.40767512580834	1.002077	7.00866	0.8270810712404	0.739125	0.4125	1	1	1	1	0.544	0.278	0.24	1	0.81	0.8	1	0.502174883665529	0.456	0	0	239.253175898507	0.252179613784488	2	"klein"	"steil"	"karbonatisch"	"Steiles, kleines Fliessgewässer des kollinen, karbonatischen Mittellands"	21131	NA	NA	1826948.398	0	0	0	0	0	0	0	0	0	0	0	0.251	0.251	0.251	1.002077	6.076e-05	0.00027983	0.00309308	0.00208758	0	0.00020729	0.00043022	0.0002972	0	0.274097	0	7.00866	88.568708	7.282758	96.58	0	609.528473	NA	NA	NA	NA	NA	0.027247	1	0.739125	1	12	1	1	1	1	""	"kein"	"0%"	"keine"	"kein"	"leicht/mittel"	"kein"	"kein"	"kein"	"kein"	""	0	1
"CSCF_692131"	"CSCF_692131_2011-05-01"	"BDM"	1	5	2011	"Tessin"	692000	131036	1416	1	55.4	46.324417	8.63327	NA	80893	"Alpensüdflanke"	15	42.9119	2	40.689101	99.999636	0.201320132013201	0.0198019801980198	0.0198019801980198	0	0.0198019801980198	0.0198019801980198	0.0198019801980198	0.201320132013201	0.498349834983498	0	0	0.125	0.125	0.125	0	0	0.125	0.125	0.125	0	0.125	0.125	0.5	0	0.375	0	0.125	6.51971488462872	0	0	0	0.593140302333635	0	3.954262	0.749962177219589	1	1	1	1	1	1	1	1	1	1	1	1	1	0.442769920668455	0	0	0	42.5066821768493	0.19604520264875	2	"mittel"	"steil"	"silikatisch"	"Steiles, mittleres Fliessgewässer der montanen, silikatischen Alpensüdflanke"	52232	NA	NA	271035.3678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.954262	0	36.663158	3.954262	40.61	0	1718.294507	NA	NA	NA	NA	NA	0.014153	1	1	1	20	1	1	1	3	"keine"	"kein"	"0%"	"keine"	"kein"	"kein"	"wenig/mittel"	"wenig/mittel"	"kein"	"kein"	"7"	0	3.3
